student_id,studied_course,Background,interested,Hour_week,Study_Materials,Practical_Work,Alone_Study,Sleep_hours,Soc_Activ,stressed_anx,Exp_GPA,Curr_GPA
3097,Biochemistry,Biology,4,10+,Lecture Slides:Internet Resources(Videos Articles):Notes,Yes,No,1,Fishing:Modelling:Programming:Sports,No,2,1
3098,Biochemistry,Biology,0,0,Lecture Slides,Yes,Yes,5,Friend Circle in the University,Yes,1,3.5
3099,Latin,Mathematics,3,1,Books-Recommended:Notes:Books-Out Of Course:Internet Resources(Videos Articles),No,Yes,2,Friend Circle in the University:Modelling:Fishing:Programming,No,3,3
3100,Linear Algebra,Chemistry,5,6,Books-Out Of Course,Prefer not to Say,No,0,Volunteering Work:Sports:Friend Circle in the University:Fishing:Programming:Modelling,No,3,1.5
3101,English,Chemistry,5,9,Internet Resources(Videos Articles):Lecture Slides:Notes:Books-Out Of Course:Books-Recommended,No,Yes,5,Modelling:Friend Circle in the University:Volunteering Work:Sports:Fishing:Programming,No,1,1
3102,Linear Algebra,Languages,1,4,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,Prefer not to Say,Yes,2,Volunteering Work:Modelling,No,3,1.5
3103,Latin,Languages,1,1,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,No,Yes,4,Sports:Programming:Friend Circle in the University,No,3,3.5
3104,Biochemistry,Languages,9,0,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended,Prefer not to Say,No,3,Modelling:Volunteering Work:Fishing:Friend Circle in the University,Yes,1,1
3105,Latin,Biology,4,9,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),NA,Yes,9,Programming:Volunteering Work,No,4,1.5
3106,Organic Chemistry,Biology,0,7,Books-Recommended:Books-Out Of Course,Prefer not to Say,No,1,Friend Circle in the University:Fishing:Volunteering Work:Modelling:Programming,No,2,3
3107,Biochemistry,Languages,9,5,Internet Resources(Videos Articles):Notes:Lecture Slides:Books-Out Of Course:Books-Recommended,Yes,No,5,Friend Circle in the University:Programming,No,3,3.5
3108,Databases,Computer Science,9,3,Books-Recommended,No,Yes,2,Sports,Yes,4,4
3109,Mandarin,Chemistry,8,10+,Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides:Notes,Prefer not to Say,No,0,Fishing:Friend Circle in the University:Volunteering Work,No,1,3.5
3110,English,Computer Science,3,5,Notes,Prefer not to Say,Yes,5,Fishing:Volunteering Work:Sports:Programming,Yes,1,2
3111,Organic Chemistry,Computer Science,6,2,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles),Yes,No,3,Friend Circle in the University:Sports:Fishing:Programming:Modelling:Volunteering Work,No,3,3.5
3112,Linear Algebra,Biology,4,3,Books-Recommended:Internet Resources(Videos Articles):Notes,No,Yes,5,Volunteering Work:Sports:Modelling:Fishing:Friend Circle in the University:Programming,No,3,3.5
3113,Biochemistry,Languages,8,7,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Lecture Slides,No,No,3,Fishing:Volunteering Work:Modelling,No,2,2
3114,English,Languages,3,0,Notes:Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,9,Fishing:Sports:Friend Circle in the University:Programming:Volunteering Work,Yes,2,4
3115,Databases,Languages,3,10+,Notes:Books-Recommended:Internet Resources(Videos Articles):Books-Out Of Course,NA,No,5,Fishing:Friend Circle in the University:Programming:Modelling,Yes,1,2
3116,Functional Programming,Languages,2,8,Internet Resources(Videos Articles):Books-Out Of Course:Notes:Lecture Slides,Prefer not to Say,Yes,1,Fishing:Volunteering Work:Sports:Friend Circle in the University,No,2,2.5
3117,English,Biology,7,2,Books-Out Of Course:Notes,Prefer not to Say,No,4,Modelling:Friend Circle in the University:Volunteering Work:Programming,Yes,4,2
3118,English,Biology,3,2,Books-Out Of Course:Notes,NA,No,4,Friend Circle in the University,Yes,2,1.5
3119,English,Computer Science,4,4,Books-Recommended,Yes,No,1,Fishing:Volunteering Work:Friend Circle in the University:Sports:Programming:Modelling,No,4,2
3120,Organic Chemistry,Computer Science,10,8,Notes:Books-Recommended:Books-Out Of Course,NA,No,8,Programming:Fishing:Friend Circle in the University:Modelling,No,4,2.5
3121,Mandarin,Biology,9,3,Books-Out Of Course:Books-Recommended:Notes:Internet Resources(Videos Articles):Lecture Slides,NA,No,10+,Volunteering Work,No,3,3.5
3122,Functional Programming,Languages,10,1,Internet Resources(Videos Articles),Yes,Yes,10+,Sports:Volunteering Work:Modelling:Friend Circle in the University:Fishing,No,1,1.5
3123,Mandarin,History,7,8,Books-Recommended:Lecture Slides:Books-Out Of Course:Notes,No,Yes,9,Volunteering Work,No,3,3
3124,Mandarin,History,10,7,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,Prefer not to Say,No,5,Sports:Fishing,Yes,2,1.5
3125,Mandarin,History,4,3,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,Yes,No,7,Friend Circle in the University:Programming:Modelling:Sports:Fishing,No,2,2.5
3126,Functional Programming,Languages,4,0,Internet Resources(Videos Articles),Yes,No,7,Friend Circle in the University:Modelling:Sports:Programming:Fishing,Yes,3,3.5
3127,Latin,Languages,9,10+,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course:Notes:Books-Recommended,NA,No,10+,Programming:Sports:Fishing:Modelling:Friend Circle in the University:Volunteering Work,Yes,2,4
3128,Biochemistry,Languages,6,3,Internet Resources(Videos Articles),NA,Yes,9,Modelling:Volunteering Work:Sports:Fishing:Friend Circle in the University:Programming,Yes,2,2
3129,Databases,Languages,4,5,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Notes:Books-Recommended,Prefer not to Say,Yes,6,Volunteering Work:Fishing:Friend Circle in the University:Programming,Yes,4,1.5
3130,Latin,History,4,7,Books-Recommended:Internet Resources(Videos Articles),Yes,No,3,Volunteering Work:Fishing:Sports:Friend Circle in the University,No,1,2.5
3131,Functional Programming,Languages,3,10+,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Out Of Course,No,Yes,10+,Modelling:Programming:Sports,No,1,4
3132,Functional Programming,Computer Science,0,0,Books-Out Of Course:Lecture Slides,Prefer not to Say,No,2,Fishing:Modelling:Volunteering Work:Friend Circle in the University:Sports:Programming,Yes,1,2.5
3133,Genetics,Chemistry,8,6,Books-Recommended,No,No,5,Fishing:Friend Circle in the University,No,4,3.5
3134,Genetics,Computer Science,6,2,Books-Out Of Course:Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles),Yes,No,3,Volunteering Work:Friend Circle in the University,No,4,2.5
3135,Latin,Biology,7,2,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,No,Yes,0,Programming:Friend Circle in the University:Volunteering Work:Sports:Modelling,No,2,1.5
3136,Mandarin,Chemistry,10,1,Books-Recommended:Internet Resources(Videos Articles),Yes,No,5,Sports:Modelling:Fishing:Friend Circle in the University:Programming:Volunteering Work,No,3,3
3137,Probability and Statistics,Mathematics,2,6,Lecture Slides:Internet Resources(Videos Articles),No,No,9,Fishing,Yes,3,1
3138,Functional Programming,Chemistry,2,6,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,NA,No,0,Volunteering Work:Friend Circle in the University,Yes,3,2
3139,Probability and Statistics,History,2,1,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,10+,Fishing:Programming:Sports:Modelling,Yes,3,4
3140,Linear Algebra,Mathematics,9,0,Books-Out Of Course:Lecture Slides,NA,No,5,Sports,Yes,2,1.5
3141,Probability and Statistics,History,5,7,Notes:Books-Out Of Course,Yes,Yes,8,Volunteering Work,Yes,3,1.5
3142,Mandarin,Biology,10,5,Notes:Lecture Slides:Books-Recommended,Yes,Yes,6,Friend Circle in the University:Modelling:Programming:Sports:Fishing:Volunteering Work,Yes,4,4
3143,Latin,Chemistry,10,6,Books-Recommended:Notes:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),Prefer not to Say,No,10+,Modelling:Fishing,Yes,2,2.5
3144,Latin,Computer Science,0,1,Books-Out Of Course:Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles),Prefer not to Say,Yes,7,Volunteering Work:Modelling:Sports,No,2,2
3145,Functional Programming,Languages,5,8,Notes,No,Yes,1,Programming,No,2,3.5
3146,Organic Chemistry,Mathematics,0,1,Notes:Lecture Slides:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),Prefer not to Say,Yes,6,Fishing:Sports:Modelling:Friend Circle in the University:Volunteering Work:Programming,Yes,4,1.5
3147,Genetics,Computer Science,10,5,Lecture Slides,No,Yes,6,Sports:Fishing,Yes,3,1.5
3148,Organic Chemistry,Biology,8,5,Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Notes:Lecture Slides,NA,No,5,Sports:Modelling:Friend Circle in the University:Fishing,No,4,3.5
3149,Functional Programming,History,8,9,Books-Recommended,No,No,7,Programming:Fishing:Volunteering Work:Modelling,No,1,2
3150,English,History,1,4,Books-Out Of Course:Notes,Yes,Yes,3,Friend Circle in the University:Sports:Volunteering Work:Modelling:Programming:Fishing,Yes,2,3
3151,Functional Programming,Biology,0,6,Notes:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,10+,Volunteering Work:Programming,No,4,3
3152,Functional Programming,Languages,8,2,Notes,Yes,No,1,Modelling:Sports:Programming:Friend Circle in the University:Volunteering Work,No,1,3
3153,Databases,Chemistry,5,7,Lecture Slides:Notes,No,Yes,7,Friend Circle in the University:Sports:Fishing:Programming:Volunteering Work:Modelling,Yes,3,3.5
3154,Databases,Languages,0,8,Books-Out Of Course:Internet Resources(Videos Articles):Notes:Lecture Slides,NA,No,8,Programming:Sports:Friend Circle in the University:Modelling,No,3,4
3155,Biochemistry,Computer Science,3,0,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,Yes,9,Fishing,No,3,1.5
3156,Organic Chemistry,Chemistry,8,6,Lecture Slides,Prefer not to Say,No,2,Fishing:Programming,Yes,4,2
3157,English,History,10,9,Books-Recommended:Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Notes,Prefer not to Say,Yes,8,Modelling:Friend Circle in the University,No,4,3
3158,Biochemistry,Biology,2,3,Notes:Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Yes,Yes,9,Modelling:Volunteering Work,Yes,2,1.5
3159,Probability and Statistics,Biology,2,5,Books-Out Of Course,Prefer not to Say,No,3,Volunteering Work:Programming:Sports:Modelling:Friend Circle in the University,Yes,4,2.5
3160,Databases,Chemistry,5,5,Books-Recommended:Books-Out Of Course:Notes,Prefer not to Say,Yes,4,Sports:Modelling:Friend Circle in the University:Volunteering Work,No,2,4
3161,Genetics,Mathematics,9,10+,Books-Recommended:Internet Resources(Videos Articles):Notes:Books-Out Of Course,Prefer not to Say,No,2,Sports:Fishing:Modelling,No,2,3.5
3162,Mandarin,History,9,7,Books-Recommended,Yes,No,3,Sports:Modelling:Volunteering Work:Fishing,No,1,4
3163,Databases,Mathematics,5,5,Books-Out Of Course:Lecture Slides,Prefer not to Say,Yes,4,Modelling:Fishing,No,2,3.5
3164,English,Languages,0,9,Books-Out Of Course:Books-Recommended:Notes,Yes,Yes,2,Modelling:Friend Circle in the University,Yes,1,2
3165,Genetics,Mathematics,5,1,Notes:Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Lecture Slides,Prefer not to Say,No,8,Volunteering Work,Yes,1,1.5
3166,Mandarin,Computer Science,2,5,Internet Resources(Videos Articles),No,Yes,2,Fishing:Modelling:Friend Circle in the University:Volunteering Work,No,2,2.5
3167,Probability and Statistics,Mathematics,9,3,Books-Recommended:Lecture Slides:Books-Out Of Course,Yes,Yes,7,Sports:Modelling:Fishing:Programming:Volunteering Work:Friend Circle in the University,No,4,1
3168,Organic Chemistry,Mathematics,6,6,Books-Recommended,NA,No,10+,Fishing,No,2,3.5
3169,English,History,4,8,Books-Out Of Course:Notes,No,Yes,4,Volunteering Work:Programming:Modelling,Yes,4,3.5
3170,English,History,6,3,Books-Recommended,No,No,7,Programming:Friend Circle in the University:Volunteering Work,Yes,1,3.5
3171,Mandarin,Biology,8,4,Notes:Lecture Slides:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),No,No,7,Programming:Modelling:Friend Circle in the University,No,2,1.5
3172,Databases,Chemistry,4,8,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended,NA,No,7,Modelling:Friend Circle in the University:Sports:Volunteering Work,Yes,1,1
3173,Genetics,Mathematics,0,3,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),NA,Yes,0,Friend Circle in the University:Programming,No,3,2.5
3174,English,Languages,5,1,Books-Recommended:Internet Resources(Videos Articles):Notes:Lecture Slides,Prefer not to Say,Yes,9,Programming:Modelling:Volunteering Work,Yes,3,3.5
3175,Genetics,Chemistry,1,4,Books-Out Of Course:Internet Resources(Videos Articles),Yes,Yes,3,Volunteering Work:Modelling:Friend Circle in the University:Sports,No,1,3.5
3176,Latin,Biology,8,6,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Out Of Course,Prefer not to Say,No,4,Modelling,Yes,3,1
3177,Biochemistry,Chemistry,10,4,Books-Recommended,Yes,No,6,Sports:Modelling,Yes,4,2.5
3178,Databases,Computer Science,0,9,Lecture Slides:Notes:Books-Recommended,Prefer not to Say,No,9,Sports:Friend Circle in the University,Yes,2,2.5
3179,Mandarin,Biology,8,6,Books-Out Of Course:Lecture Slides,NA,No,3,Fishing,Yes,1,2.5
3180,Functional Programming,Chemistry,5,2,Lecture Slides,Prefer not to Say,Yes,9,Volunteering Work,No,2,1.5
3181,English,Mathematics,3,3,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,No,Yes,6,Fishing:Volunteering Work:Programming:Modelling:Sports:Friend Circle in the University,Yes,4,1
3182,Biochemistry,Languages,3,3,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,No,No,2,Programming:Volunteering Work:Fishing:Sports,Yes,1,2
3183,Probability and Statistics,Mathematics,2,2,Notes:Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Lecture Slides,Prefer not to Say,No,1,Fishing:Volunteering Work:Friend Circle in the University:Modelling,No,2,1
3184,Latin,Biology,9,0,Books-Out Of Course:Lecture Slides:Notes:Books-Recommended:Internet Resources(Videos Articles),Yes,Yes,6,Sports:Modelling:Fishing:Friend Circle in the University:Volunteering Work:Programming,Yes,2,1
3185,Biochemistry,Computer Science,6,9,Books-Recommended,NA,Yes,1,Programming:Modelling:Friend Circle in the University:Volunteering Work:Sports,No,4,1
3186,Genetics,Mathematics,3,10+,Lecture Slides:Books-Out Of Course,No,No,1,Programming,No,4,3.5
3187,Organic Chemistry,Mathematics,6,3,Notes:Internet Resources(Videos Articles),Yes,No,9,Sports:Programming:Volunteering Work:Friend Circle in the University:Modelling,Yes,4,1.5
3188,Probability and Statistics,Chemistry,0,0,Books-Recommended:Notes:Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides,Yes,Yes,3,Modelling:Volunteering Work,Yes,2,2
3189,Probability and Statistics,Computer Science,1,3,Lecture Slides,Yes,No,9,Friend Circle in the University:Sports:Fishing:Programming,Yes,4,3
3190,Biochemistry,History,6,5,Books-Out Of Course:Internet Resources(Videos Articles),No,Yes,5,Volunteering Work:Modelling,Yes,2,2.5
3191,Linear Algebra,Computer Science,2,8,Books-Recommended:Books-Out Of Course:Notes:Internet Resources(Videos Articles),No,Yes,2,Sports:Programming:Fishing:Volunteering Work:Modelling,Yes,1,1
3192,English,Mathematics,1,3,Notes:Internet Resources(Videos Articles):Books-Recommended:Lecture Slides,NA,Yes,1,Sports,No,3,2.5
3193,English,Mathematics,1,3,Books-Recommended:Notes,No,Yes,9,Programming:Sports,No,1,4
3194,Databases,Languages,8,7,Books-Out Of Course:Lecture Slides:Books-Recommended,NA,No,9,Volunteering Work:Friend Circle in the University:Programming:Sports:Modelling:Fishing,Yes,3,4
3195,Organic Chemistry,Chemistry,2,8,Internet Resources(Videos Articles):Lecture Slides,NA,Yes,5,Friend Circle in the University:Volunteering Work:Fishing:Modelling:Programming,No,2,3
3196,Functional Programming,History,6,5,Internet Resources(Videos Articles):Books-Recommended,Prefer not to Say,No,10+,Fishing:Programming:Sports:Friend Circle in the University,Yes,1,4
3197,English,Computer Science,7,10+,Books-Out Of Course:Notes:Internet Resources(Videos Articles):Books-Recommended,Yes,No,1,Programming:Friend Circle in the University:Sports:Fishing,No,3,2.5
3198,Mandarin,Chemistry,5,4,Lecture Slides:Books-Out Of Course:Books-Recommended,No,No,8,Friend Circle in the University:Modelling:Sports:Programming,Yes,4,4
3199,Linear Algebra,Mathematics,4,8,Lecture Slides:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Notes,Prefer not to Say,Yes,3,Sports:Volunteering Work:Programming:Modelling:Fishing,Yes,3,3.5
3200,Latin,Computer Science,9,0,Books-Out Of Course:Lecture Slides:Notes,Prefer not to Say,No,6,Programming:Volunteering Work:Modelling:Sports,No,2,4
3201,English,Mathematics,1,5,Lecture Slides,Yes,Yes,6,Modelling:Sports:Programming:Friend Circle in the University,Yes,2,2.5
3202,Functional Programming,Chemistry,4,1,Notes:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,NA,No,5,Volunteering Work:Programming:Sports,No,1,1.5
3203,Latin,Chemistry,2,5,Internet Resources(Videos Articles),Prefer not to Say,No,6,Friend Circle in the University:Modelling:Fishing:Volunteering Work:Programming:Sports,No,2,1.5
3204,Biochemistry,Chemistry,3,9,Lecture Slides:Notes:Books-Out Of Course:Books-Recommended,No,Yes,6,Volunteering Work:Modelling:Sports,No,2,1.5
3205,English,Computer Science,0,7,Notes,No,Yes,3,Modelling:Fishing,No,1,1.5
3206,Genetics,Mathematics,6,2,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Notes,NA,No,4,Programming:Fishing,No,1,4
3207,Genetics,Biology,0,8,Internet Resources(Videos Articles),NA,Yes,2,Sports:Volunteering Work:Programming:Friend Circle in the University:Fishing:Modelling,Yes,4,3.5
